title,timestamp,date,time,url,description
Chicago Blackhawks vs. Dallas Stars,2019-11-26 19:00:00 UTC,2019-11-26,07:00 PM,/events/2019/11/26/chicago-blackhawks-vs-dallas-stars/,Chicago Blackhawks vs. Dallas Stars
Cher,2019-11-27 19:30:00 UTC,2019-11-27,07:30 PM,/events/2019/11/27/cher-here-we-go-again/,"Cher, the legendary multi-award winning entertainer has added 14 major dates to her record-breaking Here We Go Again tour in North America. The new dates will follow a sold-out European leg and stop again in Chicago on November 27."
Chicago Blackhawks vs. Colorado Avalanche,2019-11-29 15:00:00 UTC,2019-11-29,03:00 PM,/events/2019/11/29/chicago-blackhawks-vs-colorado-avalanche/,Chicago Blackhawks vs. Colorado Avalanche
Celine Dion,2019-12-01 19:30:00 UTC,2019-12-01,07:30 PM,/events/2019/12/01/celine-dion-courage-world-tour3/,"One of the most immediately recognized and widely respected superstars in pop music history, Celine Dion, announced that she will be embarking on her COURAGE WORLD TOUR, including a stop in Chicago on December 1!"
Chicago Blackhawks vs. St. Louis Blues,2019-12-02 19:30:00 UTC,2019-12-02,07:30 PM,/events/2019/12/02/chicago-blackhawks-vs-st-louis-blues/,Chicago Blackhawks vs. St. Louis Blues
Chicago Bulls vs. Memphis Grizzlies,2019-12-04 19:00:00 UTC,2019-12-04,07:00 PM,/events/2019/12/04/chicago-bulls-vs-memphis-grizzlies/,Chicago Bulls vs. Memphis Grizzlies
Chicago Bulls vs. Golden State Warriors,2019-12-06 19:00:00 UTC,2019-12-06,07:00 PM,/events/2019/12/06/chicago-bulls-vs-golden-state-warriors/,Chicago Bulls vs. Golden State Warriors
Erykah Badu & Nas,2019-12-07 20:00:00 UTC,2019-12-07,08:00 PM,/events/2019/12/07/erykah-badu-and-nas/,Erykah Badu and Nas have teamed together for a high energy show. This concert will include some of their chart topping hits and timeless tracks that continue to paint the soundtrack of millions of lives around the globe.
Chicago Blackhawks vs. Arizona Coyotes,2019-12-08 18:00:00 UTC,2019-12-08,06:00 PM,/events/2019/12/08/chicago-blackhawks-vs-arizona-coyotes/,Chicago Blackhawks vs. Arizona Coyotes
Chicago Bulls vs. Toronto Raptors,2019-12-09 19:00:00 UTC,2019-12-09,07:00 PM,/events/2019/12/09/chicago-bulls-vs-toronto-raptors/,Chicago Bulls vs. Toronto Raptors
Chicago Bulls vs. Atlanta Hawks,2019-12-11 19:00:00 UTC,2019-12-11,07:00 PM,/events/2019/12/11/chicago-bulls-vs-atlanta-hawks/,Chicago Bulls vs. Atlanta Hawks
Chicago Bulls vs. Charlotte Hornets,2019-12-13 19:00:00 UTC,2019-12-13,07:00 PM,/events/2019/12/13/chicago-bulls-vs-charlotte-hornets/,Chicago Bulls vs. Charlotte Hornets
Chicago Bulls vs. Los Angeles Clippers,2019-12-14 19:00:00 UTC,2019-12-14,07:00 PM,/events/2019/12/14/chicago-bulls-vs-los-angeles-clippers/,Chicago Bulls vs. Los Angeles Clippers
Chicago Blackhawks vs. Minnesota Wild,2019-12-15 18:00:00 UTC,2019-12-15,06:00 PM,/events/2019/12/15/chicago-blackhawks-vs-minnesota-wild/,Chicago Blackhawks vs. Minnesota Wild
Chicago Blackhawks vs. Colorado Avalanche,2019-12-18 19:00:00 UTC,2019-12-18,07:00 PM,/events/2019/12/18/chicago-blackhawks-vs-colorado-avalanche/,Chicago Blackhawks vs. Colorado Avalanche
107.5 WGCI BIG JAM,2019-12-20 19:00:00 UTC,2019-12-20,07:00 PM,/events/2019/12/20/wgci-big-jam/,"107.5 WGCI BIG JAM returns to the United Center on December 20, 2019 with another all star lineup* featuring: Migos, DaBaby, G Herbo, Wale, Megan Thee Stallion, Yella Beezy, Jacquees and Tink!*The lineup is subject to change"
Chicago Legends,2019-12-21 17:30:00 UTC,2019-12-21,05:30 PM,/events/2019/12/21/chicago-legends1/,"The Chicago Legends college basketball doubleheader returns to the United Center on Saturday, December 21, 2019! The event highlights the Windy City’s rich history of basketball with top and will feature honor local Chicagoans who have made outstanding contributions to the game."
Chicago Blackhawks vs. New Jersey Devils,2019-12-23 19:30:00 UTC,2019-12-23,07:30 PM,/events/2019/12/23/chicago-blackhawks-vs-new-jersey-devils/,Chicago Blackhawks vs. New Jersey Devils
Harlem Globetrotters,2019-12-26 14:00:00 UTC,2019-12-26,02:00 PM,/events/2019/12/26/harlem-globetrotters/,The Original Harlem Globetrotters is headed your way. Take your family to this unforgettable event where you won’t be watching the action...you’ll be in the middle of it! 
Chicago Blackhawks vs. New York Islanders,2019-12-27 19:30:00 UTC,2019-12-27,07:30 PM,/events/2019/12/27/chicago-blackhawks-vs-new-york-islanders/,Chicago Blackhawks vs. New York Islanders
Chicago Bulls vs. Atlanta Hawks,2019-12-28 19:00:00 UTC,2019-12-28,07:00 PM,/events/2019/12/28/chicago-bulls-vs-atlanta-hawks/,Chicago Bulls vs. Atlanta Hawks
Chicago Bulls vs. Milwaukee Bucks,2019-12-30 19:00:00 UTC,2019-12-30,07:00 PM,/events/2019/12/30/chicago-bulls-vs-milwaukee-bucks/,Chicago Bulls vs. Milwaukee Bucks
Chicago Bulls vs. Utah Jazz,2020-01-02 19:00:00 UTC,2020-01-02,07:00 PM,/events/2020/01/02/chicago-bulls-vs-utah-jazz/,Chicago Bulls vs. Utah Jazz
Chicago Bulls vs. Boston Celtics,2020-01-04 19:00:00 UTC,2020-01-04,07:00 PM,/events/2020/01/04/chicago-bulls-vs-boston-celtics/,Chicago Bulls vs. Boston Celtics
